user,tweets,labels,follows
user17,"b""Not Catholic myself, but could it be because he's a filthy Marxist who seems to be a lot more concerned with his bi\xe2\x80\xa6 https://t.co/t3cZzp1lo2""",1,following3
user17,b'#UK :  London\xe2\x80\x99s Horrible Little Muslim Mayor does it again.  Will YOU vote for this hideous racist next election?\xe2\x80\xa6 https://t.co/Fkmx4Opg6m',3,following3
user17,b'Make America Venezuela!                   #ma4t https://t.co/CdqoL5Ikuf',1,following3
user17,b'Just tell them to Get Stuffed!  Why do these clowns like to give away our hard earned cash to these gangsters?\xe2\x80\xa6 https://t.co/MhyiJH9DFW',1,following3
user17,"b'""Toxic Masculinity""?? You mean acting like a man; defending his family, home and country; being polite to ladies an\xe2\x80\xa6 https://t.co/oaTA4A3s2o'",4,following3
user17,b'Silly Fool Democrats think 12 Russians swayed an election but 25 million illegals here in this country couldn\xe2\x80\x99t !\xe2\x80\xa6 https://t.co/mgUdGCYSG1',1,following3
user17,b'FBI Informant: Hillary Took Briefcases Of Russian Cash For Uranium One Deal.  Lock her up!!!    #ma4t  https://t.co/1ZHOsSuK2v',3,following3
user17,"b'Police Arrest Antifa Member with Cache of Bomb-Making Materials, Guns, Manifesto!         #ma4t  https://t.co/lLt9mWSR8C'",3,following3
user17,b'Russian President Vladimir Putin took the opportunity to drop a major bombshell. He made the shocking claim that Un\xe2\x80\xa6 https://t.co/crFHoo9wjj',4,following3
user17,"b'Obama\'s ""Religion of Peace""; former CIA director Brennon ""Islam is a beautiful religion""!   https://t.co/NwEv0YdEvN'",0,following3
user17,"b'Trudeau is a Globalist puppet, of course he will deny whites!   What if they were Syrians? https://t.co/O0b4DwRJJq'",2,following3
user17,"b'\xe2\x80\x98Burn in hell, Facebook\xe2\x80\x99: The liberal exodus begins with news that Mark Zuckerberg congratulated Donald Trump!\xe2\x80\xa6 https://t.co/NvnaN59JeH'",3,following3
user17,"b'Make Babies Great Again: Hungarian Fertility Rates Rise, Turns Back Demographic Decline!  You know what that means!\xe2\x80\xa6 https://t.co/EFkY2kf66M'",4,following3
user17,b'German prosecutor on Muslim migrant stabbing rampage: \xe2\x80\x9cWe have no indication of political radicalisation\xe2\x80\x9d.     Orde\xe2\x80\xa6 https://t.co/VmaZgjR9aX',3,following3
user17,"b""As I said a long time ago, Sweden has become a psychiatric hospital. It's the gruesome Dr Delgado's psychocivilized\xe2\x80\xa6 https://t.co/GimHZQyqnL""",3,following3
user17,b'MERKEL \xe2\x80\x98 S Germany Again:  Iranian migrant stabs 6 people on  bus \xe2\x80\x93 Was his plan to burn the passengers alive?  Why\xe2\x80\xa6 https://t.co/fDqaXxhy3n',3,following3
user17,b'London\xe2\x80\x99s Horrible Little Sadiq Khan says this is just part of life in the Big City!  Is he exacerbating the problem\xe2\x80\xa6 https://t.co/bdz961LZYP',1,following3
user17,b'A very Sensible comment from this crazy Globalist twunt!  Does it make you suspicious?     #ma4t  https://t.co/1qQxPg5qfP',1,following3
user17,"b""Quality individuals, every one of them.  Now GTFO if you think the country sucks.  Here's a hint: you're why it suc\xe2\x80\xa6 https://t.co/3JRkUPN2z0""",1,following3
user17,b'#TRUDEAU  government kept dismissing the idea of striking a one-on-one deal with the United States. Now Mexico is m\xe2\x80\xa6 https://t.co/Sj0zJxv64c',4,following3
user17,b'In the months before JFK\xe2\x80\x99S Assassination he was pursuing Peace with Russia. The Deep State started a Smear Campaign\xe2\x80\xa6 https://t.co/KWipXiaaDO',3,following3
user17,b'#Salvini : 5 million Italians live in poverty while we spend \xe2\x82\xac5 billion-a-year on migrants.  Bravo!  Italy First!\xe2\x80\xa6 https://t.co/PSojDREg8H',2,following3
user17,b'Wray was asked by the establishment snakes in his confirmation hearing if he would investigate Hillary Clinton. He\xe2\x80\xa6 https://t.co/MffmLuojbT',1,following3
user17,b'How Democrats run Elections:           #ma4t https://t.co/c8qnLwpTkV',4,following3
user17,b'So - France has effectively ceded control of its policing to a foreign state - it is no longer France!The French ar\xe2\x80\xa6 https://t.co/E7afyDVr0m',3,following3
user17,b'Feck Off Bruce.  You cannot take our guns ... but you already know that...pandering to your base that will believe\xe2\x80\xa6 https://t.co/Dec1QgNdAr',3,following3
user17,"b'Barack Obama Fully Uncloaks As Radical Communist While In South Africa, Calls For Universal Basic Income!      Obam\xe2\x80\xa6 https://t.co/mQgmdhDUcU'",3,following3
user17,b'MERKEL \xe2\x80\x98 S Germany - bus attack: Iranian Muslim migrant knifeman injures 14 victims \xe2\x80\x98after dropping smoking backpac\xe2\x80\xa6 https://t.co/Ai4mqMZqG5',3,following3
user17,b'Tucker Carlson: MSNBC\xe2\x80\x99s \xe2\x80\x98Out-of-the-Closet Extremist\xe2\x80\x99 John Brennan Still Has Top Security Clearance!  WTF?\xe2\x80\xa6 https://t.co/wFkVWEf4CE',3,following3
user17,"b'Why do we actually even have a police force?, we would be better placed to arm and defend ourselves, because no oth\xe2\x80\xa6 https://t.co/4EkeX3mi5m'",3,following3
user17,b'Horrible Sadiq is running again. Will you vote for him?            #fo2eu  https://t.co/4ZwIpeDQay',1,following3
user17,b'For Canada\xe2\x80\x99s sake his Political Career should follow!  His Immigration Stupidities are killing us!  We should send\xe2\x80\xa6 https://t.co/b4KhcTnOhW',3,following3
user17,"b""EU President Jean-Claude Juncker 'is a drunk who binges on GIN instead of water at meetings', leaving his aide - ni\xe2\x80\xa6 https://t.co/ELCRGIE37C""",1,following3
user17,"b""Gosh, who would have thought that fundamental Islam wouldn't be compatible with LGBT?           #fo2eu  https://t.co/vAKNWY1Bup""",0,following3
user17,"b""Once known as the Workshop of the World, Britain's vibrant second city is nowadays more famous for producing terror\xe2\x80\xa6 https://t.co/NjqYikiXtq""",3,following3
user17,"b'""These hideous men, like their confederates in NeverTrump and the Establishment Media, are the most dangerous breed\xe2\x80\xa6 https://t.co/T2qShKJ8TN'",1,following3
user17,"b'In America, this is just the tip of the iceberg. Mutilations, killings, stabbing, etc continue.  Jihadist training\xe2\x80\xa6 https://t.co/8dwzPao6vp'",3,following3
user17,"b'DEMOCRACY IN ACTION, EH?: A RECENT POLL SAYS 92% OF CANADA DO NOT SUPPORT  THE REFUGEE INTAKE AGENDA.  When will th\xe2\x80\xa6 https://t.co/F8xKeVS0Ea'",4,following3
user17,b'FLASHBACK:  #OBAMA \xe2\x80\x98  S CIA Director Reveals He Was Once a Communist Sympathizer!  No wonder he bad-mouths Trump?\xe2\x80\xa6 https://t.co/c25KtEeS8f',3,following3
user17,b'@estocker8 Which means voting out The Boy Blunder. We\xe2\x80\x99re working on it. Cheer for us!',1,following3
user17,b'Wave of sex attacks during French World Cup celebrations: Women\xe2\x80\x99s genitals and buttocks groped!  Who would commit s\xe2\x80\xa6 https://t.co/fhBZBBXYw2',1,following3
user17,b'RUSH: The stock price tanked because tens of thousands of people canceled their Netflix subscriptions because the O\xe2\x80\xa6 https://t.co/jXWG0W6zzA',4,following3
user17,"b'TRUDEAU partnered with SOROS who provided $50 Million for the liberals to bring unvetted migrants to Canada, many o\xe2\x80\xa6 https://t.co/dJFkCyUojR'",4,following3
user17,b'Effectively a Death Sentence for white farmers.  Should we be accepting them as refugees?                 #ma4t  https://t.co/isw0kZNkkQ',3,following3
user17,b'Soros uses his wealth to try and bring down America plus several other nations!  Should he be in jail?\xe2\x80\xa6 https://t.co/Xkk7LkF5Tg',3,following3
user17,b'The Boy Blunder placed Somalian-Islamic refugee Ahmed Hussen as immigration minister to accomplish this very thing!\xe2\x80\xa6 https://t.co/cTSufbqU0A',3,following3
user17,"b'Kabul, Afghanistan, 1979. Before Sharia spoiled everything.        #ma4t https://t.co/pvrJy9gLm4'",0,following3
user17,b'Radical Islam wins in Sweden: Number of Islamists increases by 900% with children being raised to hate the West \xe2\x80\x93 S\xe2\x80\xa6 https://t.co/wippkrJMPb',3,following3
user17,b'The Phoney Outrage Machine is in high gear eh?       #ma4t https://t.co/gsCMYyvxgf',4,following3
user17,b'Chuckie Schumer:  Hypocrite of the year?             #ma4t https://t.co/U7jQspSr1k',1,following3
user17,b'Who is the worse threat to the West?  Soros or Putin?             #ma4t  https://t.co/K0bUsliKM3',3,following3
user17,b'Lisa Page Tosses FBI Sweetheart Peter Strzok Under Bus \xe2\x80\x93 Tells Congress Their Text Messages \xe2\x80\x9cMean Exactly What They\xe2\x80\xa6 https://t.co/BbDWIVSGqz',4,following3
user17,b'It\xe2\x80\x99s amazes me that  Germany who\xe2\x80\x99s leaders are the architect of this  mess do not remove \xe2\x80\x9cMother Merkle\xe2\x80\x9d once and f\xe2\x80\xa6 https://t.co/PaqsxJvjHP',3,following3
user17,b'Barack\xe2\x80\x99s intelligence agencies are corrupted. The crooks are trying to cover up for Hussein and Killery!\xe2\x80\xa6 https://t.co/azGU1thnPp',3,following3
user17,b'PUTIN: Hillary Clinton Pocketed $400 Million Illegal Contribution in Tax-Free Russian Money During 2016 Election.\xe2\x80\xa6 https://t.co/6oSlBEFBB2',4,following3
user17,b'Do You Support A Restaurants Right To Refuse To Provide Special Foods For Muslims?\xe2\x80\xa6 https://t.co/50ZXnvP7NW',2,following3
user17,"b'Google, Twitter face new lawsuits alleging discrimination against conservative voices!  Have you been a victim?\xe2\x80\xa6 https://t.co/fnRBsJG0BX'",4,following3
user17,"b'The Muslim Invasion is all going according to plan, they are bleeding non-Muslim countries by draining their financ\xe2\x80\xa6 https://t.co/rmHISViuM5'",3,following3
user17,b'Paris after World Cup Victory.  Has Immigration made ii a shithole?              #fo2eu https://t.co/cFLixrhxjW',2,following3
user17,b'No one knows who is under that burqa......and if they are armed.  Should Burqa be banned EVERYWHERE?\xe2\x80\xa6 https://t.co/voQhgdsJ8Y',3,following3
user17,b'Salvini is the best thing to happen to Italy for many years.\nSend the wasters back to where they came from. They ar\xe2\x80\xa6 https://t.co/bMcZwikd2v',2,following3
user17,b'CIA WhistleBlower: Hillary Ran the Most Extensive Global Criminal Syndicate in History &amp; Because Trump Can\xe2\x80\x99t be Bri\xe2\x80\xa6 https://t.co/BQkv6ggegf',3,following3
user17,b'Obama admin. sent taxpayer money to campaign to oust Netanyahu!  Is he a twunt or what?       #ma4t  https://t.co/lfO1McteVc',1,following3
user17,b'Iran\xe2\x80\x99s \xe2\x80\x98Supreme Leader\xe2\x80\x99 Khamenei Celebrates Birthday With Genocidal Message for Israel. What a nice guy... And\xe2\x80\xa6 https://t.co/VeHssVVvVN',3,following3
user17,"b'WATCH: Iranians are in the streets chanting \xe2\x80\x98Death to Palestine\xe2\x80\x99 \xe2\x80\x94 not Israel, not America!  Is there revolution in\xe2\x80\xa6 https://t.co/hfF24oOLjz'",3,following3
user17,"b'Radical Muslim terrorists all over the world carry out terror attacks ""in the name of Allah"". \n\nLiberals and leftis\xe2\x80\xa6 https://t.co/rBBYn3mKPQ'",3,following3
user17,b'TRUDEAU proves yet again that he cares more for Muslim Terrorists than for everyday Canadians!  #ma4t  https://t.co/uHEGLduW4C',3,following3
user17,b'NY Times: \xe2\x80\x9cThe papers show the Iranians  were working on nuclear bombs.\xe2\x80\x9d Obama LIED!   Of course Osama Obama lied!\xe2\x80\xa6 https://t.co/ntC8QCtgVo',3,following3
user17,b'Has the  American Psychiatric Society been penetrated by perverts and communists?                      #ma4t  https://t.co/RTHwyGQFqG',1,following3
user17,"b""Liberal filmmaker Rob Reiner's 'Shock and Awe' disappoints at box office with dismal opening weekend\n\n** MEATHEAD I\xe2\x80\xa6 https://t.co/TKl9KB0ODe""",1,following3
user17,b'Well they have proven that Islamaphobia is wrong. It is not an unreasonable or irrational response to fear people w\xe2\x80\xa6 https://t.co/nFBDhkZECs',2,following3
user17,"b'President Macron France admits is losing control over Islam-dominated no-go areas in the country, asks public for h\xe2\x80\xa6 https://t.co/pO1CqSzuC7'",2,following3
user17,b'Watch: British Police threaten to arrest Trump supporters for carrying a pig balloon with the Horrible Muslim mayor\xe2\x80\xa6 https://t.co/GVkMH3aG0n',2,following3
user17,b'Majority of public say No Deal is better than a bad deal.  Traitor Globalist Theresa May MUST be sacked and replace\xe2\x80\xa6 https://t.co/cJHMTMEfDx',3,following3
user17,b'#UK : Police in  Horrible Little Sadiq Khan\xe2\x80\x99s London have used the Public Order Act to prevent a rally in support o\xe2\x80\xa6 https://t.co/bIg9SBPql0',1,following3
user17,"b'Islamic School in Australia Bans ""un-islamic"" Country\'s National Anthem, they are offended by it. \nThey want to liv\xe2\x80\xa6 https://t.co/rl81ODiBod'",2,following3
user17,b'UK Labour top dogs slam Trump as \xe2\x80\x9cIslamophobic\xe2\x80\x9d for criticizing Sadiq Khan.  Does that show what a Bullshit meaning\xe2\x80\xa6 https://t.co/xiHAajocv2',1,following3
user17,b'Is London\xe2\x80\x99s Horrible Little Muslim Mayor in on this?   #fo2eu  https://t.co/w0pRjg07AX',2,following3
user17,"b'There\xe2\x80\x99s more liberal whack jobs taking over and they are more radical than Pocahontas, Waters, and Pelosi. \n\nThese\xe2\x80\xa6 https://t.co/tlE02NOQ9z'",1,following3
user17,b'Former DNC Chair Brazile: DNC Allowed Russian Hackers to Steal Data!  Why doesn\xe2\x80\x99t Mueller investigate THIS?\xe2\x80\xa6 https://t.co/DY7QsBfLDk',4,following3
user17,b'@BluSthil @willysgrammy The Liberal Party of Canada. The New World Order...',4,following3
user17,b'Did this little Globalist snot tell Canadians this before he was elected?           #ma4t  https://t.co/Bj35trcBR8',4,following3
user17,b'YOU MAY GO Overwhelming 62% of voters want Theresa May to stand down as PM before next general election as populari\xe2\x80\xa6 https://t.co/s0FguU3Ov0',4,following3
user17,"b'I ""cannot support"" the Government\'s Brexit plans.......Robert Courts MP resigns as a ministerial aide!\xe2\x80\xa6 https://t.co/B8rt5DBUeG'",4,following3
user17,b'Trump QUADRUPLES Down on \xe2\x80\x98Sad\xe2\x80\x99 Impact of Mass Migration on Euro Cities Like London and Paris.  Praises Hungary!  By\xe2\x80\xa6 https://t.co/Gr6yO68QFa',4,following3
user17,"b'Obama\xe2\x80\x99s NSA Head, Susan Rice Knew of Russian Hacking, The Orders She Issued Explains Everything: Told Cyber Team To\xe2\x80\xa6 https://t.co/HHGsKo7SHv'",4,following3
user17,b'The EU is a foe to its populations as well!                 #fo2eu  https://t.co/li6RWj9bJH',4,following3
user17,b'Sharia France: Devout Muslim who brutally beat Jewish woman to death screaming Allah Akbar and reciting Quran \xe2\x80\x9cnot\xe2\x80\xa6 https://t.co/C3YO8iOL9J',3,following3
user17,b'So. He is illegal? And he has admitted to it and he has not been arrested? In fact he is a politician? I bet Feinst\xe2\x80\xa6 https://t.co/t6VaMA3KOt',4,following3
user17,"b'The UN Chief calls Islamic immigration a positive phenomenon, while Trump blasts it as DESTROYING the fabric of the\xe2\x80\xa6 https://t.co/xbCNXJaRNC'",2,following3
user17,b'Sadiq Khan to seek second term as London mayor. Would you vote for this Horrible Little Muslim Nihilist again?\xe2\x80\xa6 https://t.co/05Vbkkxig1',2,following3
user17,b'FLASHBACK:  Chancellor Angela MERKEL said that Germans will have to come to terms with more MOSQUES than churches t\xe2\x80\xa6 https://t.co/IcK4u6DYEE',2,following3
user17,"b'Back my plan or face no Brexit at all, Prime Minister Theresa May tells rebels!  Is it time to SACK this traitorous\xe2\x80\xa6 https://t.co/hqBxz6qwhF'",1,following3
user17,b'Is there ANYTHING pro-Globalism and anti-Christian and anti-Western that this agent of Satan won\xe2\x80\x99t do?\xe2\x80\xa6 https://t.co/1Js3uzC828',1,following3
user17,b'The Rats Are Fleeing The Sinking Ship ... \nNo Sleep For Obama!                #ma4t  https://t.co/lE8d4wXUpB',1,following3
user17,b'#UK : Horrible Little Sadiq Khan bans free speech!  Should he get away with this?            #fo2eu  https://t.co/4HC6AC8ppS',1,following3
user17,"b'Creepy Pervert Biden Complains Too Many Old White Males In Politics, Endorses Women Slate, Ignores Ocasio-Cortez.\xe2\x80\xa6 https://t.co/6XZK0Tqf5K'",1,following3
user17,b'When will the brain dead Swedes wake up and do something about it?       #fo2eu  https://t.co/oojBaoEaDf',1,following3
user17,b'This is nothing short of SHARIA for England.  May should go to PRISON!  What is her Payoff?       #fo2eu  https://t.co/vjTzt7Uzua',0,following3
user17,b'Pedophiles sure are making progress under Governor Moonbeam and his Merry Band of Weirdos eh?            #ma4t  https://t.co/qTv0xDRu80',1,following3
user17,b'Why in hell are this idiot and his minions so committed to the DESTRUCTION of Europe?     #NotMyPope   #fo2eu  https://t.co/ficxVWcNLG',1,following3
user17,"b""Haaaaaaaaa Hahahahahahahaha! All we need to know is that you didn't get to make the pick! Haaaaaaaa Hahahahahahaha!\xe2\x80\xa6 https://t.co/4OemLpZDob""",4,following3
user17,b'Gohmert: Peter Strzok Knew \xe2\x80\x98Foreign Entity\xe2\x80\x99 Hacked Clinton\xe2\x80\x99s Emails and Did Nothing.  Peter Strzok also knew there\xe2\x80\xa6 https://t.co/AXgFUxnUAe',4,following3
user17,b'Top Democrats Panic \xe2\x80\x93 Demand Trump Intel Chief Keep Info Classified on Trump Campaign Spy Halper :   The wheels are\xe2\x80\xa6 https://t.co/2AC5GPa4wB',4,following3
user17,b'\xe2\x80\x98F**k Donald Trump\xe2\x80\x99 Rapper YG Charged with Felony Robbery!  Would you invite him for dinner?\xe2\x80\xa6 https://t.co/uZFZJDzUxS',1,following3
user17,b'Candace Owens Praises Trump\xe2\x80\x99s \xe2\x80\x9cFighting Spirit\xe2\x80\x9d to Help Black America!  It\xe2\x80\x99s working. Look at black unemployment. L\xe2\x80\xa6 https://t.co/rzlWNZ3qiR',4,following3
user17,b'FLASHBACK: Oslo Police Declare \xe2\x80\x9cWe Have Lost the City\xe2\x80\x9d\xe2\x80\xa6Islam Has Taken Over!             #fo2eu  https://t.co/smSHxBCmCH',3,following3
user17,b'Obama\xe2\x80\x99s White House Kept List of Muslims For Top Jobs!  Was his aim to make America a Third World Country?\xe2\x80\xa6 https://t.co/9Wt6BbBG1H',2,following3
user17,b'Iran? No! This is #TRUDEAU \xe2\x80\x98 s Canada 2018 - Muslims waving terror flags on Toronto streets!  Did we elect the prick\xe2\x80\xa6 https://t.co/niqUMxJA5G',1,following3
user17,b'#TRUDEAU \xe2\x80\x98 S Canada : Islamic Prayer Blasted Across Toronto Loudspeakers at Earsplitting  Decibel Level.  Did Canad\xe2\x80\xa6 https://t.co/07jJ1zFMYn',2,following3
user17,b'Rosenstein target of impeachment filing being prepared by House conservatives: report.  About time?          #ma4t  https://t.co/HLp2rew8tE',4,following3
user17,"b'Chula Vista, California:   11-Time Deportee with Stolen Vehicle Attempts to Kill Wife With Chainsaw https://t.co/wKKGzw3O9n'",3,following3
user17,"b'\xe2\x80\x9cPolitical Islam\xe2\x80\x99s parallel societies and radicalizing tendencies have no place in our country,\xe2\x80\x9d said Chancellor Se\xe2\x80\xa6 https://t.co/uswAjkP60H'",3,following3
user17,b'Course they did!\nAren\xe2\x80\x99t these organisations  full of creeps and weirdos playing god?               #ma4t https://t.co/w9mUdSshfH',1,following3
user17,"b""Awww he was one of Obama's favorite kiddos. The evil Sith Lord Soros will help the little guy, I'm sure. After all,\xe2\x80\xa6 https://t.co/XZPS8A0SWv""",1,following3
user17,"b""German publisher blocks book on \xe2\x80\x98Hostile Takeover of Islam\xe2\x80\x99 because it could amplify anti-Islam sentiments.   Wasn'\xe2\x80\xa6 https://t.co/qaNVgBVqM8""",1,following3
user17,b'Children are being trafficked. Time to put the traffickers under the prisons. The leftist pedophiles are many and n\xe2\x80\xa6 https://t.co/QTTjHeePky',1,following3
user17,b'FRANCE: Macron Endorses \xe2\x80\x98Kalergi Plan\xe2\x80\x99 200 Million Black Africans to Mass Migrate to Europe \xe2\x80\x9cInterbreed\xe2\x80\x9d With White\xe2\x80\xa6 https://t.co/VlSdZNzOIu',2,following3
user17,b'@crawling_hills My own invention. F*ck off 2 EU  Goes with my anti- globalist theme.',1,following3
user17,b'Why are so many Catholic leaders trying to AID the mass Muslim migration into Christian Europe?  Are they all nuts?\xe2\x80\xa6 https://t.co/uqSlfcmbJT',2,following3
user17,b'EU in shock as Hungary sends it a $1 billion bill for the massive border wall it erected to keep Muslim refugees ou\xe2\x80\xa6 https://t.co/bswsYL2t9d',3,following3
user17,b'Why Russia?  Why not US?  Europe? Australia?  Well Trudeau won\xe2\x80\x99t take them  -  not Muslim!         #ma4t  https://t.co/qMKgg1Zadq',2,following3
user17,b'Horrible Little London Mayor Sadiq Khan Attacks Trump \xe2\x80\x93 Says Claim that Migrants to Blame for Crime \xe2\x80\x9cPreposterous\xe2\x80\x9d!\xe2\x80\xa6 https://t.co/bKH0iYzv3j',1,following3
user17,"b'IT WORKS: Hungary Builds a Wall, Cuts Illegal Islamic Immigration by Over 99%!      #fo2eu      #ma4t  https://t.co/rJlUoISn7j'",1,following3
user17,b'Glue Sniffing Theresa May praises the \xe2\x80\x98fantastic contribution\xe2\x80\x99 made by immigrants as she hits back at Trump\xe2\x80\x99s claim\xe2\x80\xa6 https://t.co/vNGdac7YGS',1,following3
user17,"b'Why do you suppose that Merkel, the ALL-DESTROYER loves Theresa May\xe2\x80\x99s Sellout plan? #fo2eu https://t.co/pPanK7cGAX'",3,following3
user17,b'Too bad the Middle Eastern \xe2\x80\x98refugees\xe2\x80\x99 have no nearby countries to help them out!      #fo2eu https://t.co/GwPr0XwMIg',4,following3
user17,b'SHOCK: Deep-State FBI Director Wray Allowed Peter Strzok to Decide Which Texts Were \xe2\x80\x98Relevant\xe2\x80\x99 to Hand Over to IG!\xe2\x80\xa6 https://t.co/XMiL0QWeV0',4,following3
user17,b'Should the Pope stop preaching to us about bringing in MORE MUSLIMS and clean up his OWN HOUSE?\xe2\x80\xa6 https://t.co/mJdh5ksCkE',2,following3
user17,b'Horrible Little Muslim London Mayor says Islam is compatible with Western values \xe2\x80\x93 \xe2\x80\x9cAnyone who thinks otherwise is\xe2\x80\xa6 https://t.co/MJdSQIv6WC',1,following3
user17,"b""They used to put Traitors' heads on spikes on old London Bridge!               #fo2eu https://t.co/6dmtu94jDa""",3,following3
user17,"b'OREGON: Presbyterian Church USA Prays to Allah, Calls Muhammad a Prophet and Openly Bashes Israel!\xe2\x80\xa6 https://t.co/QUv2pSUFCy'",0,following3
user17,b'France is burning while Macron is in Russia watching the game..ahhahahaha what a joke!           #fo2eu  https://t.co/bTsK5uls5x',3,following3
user17,"b'SEND THEM BACK! Now that Italy has shut down its ports to human traffickers, more than 700,000 illegal Muslim invad\xe2\x80\xa6 https://t.co/lrXCk6TPaP'",3,following3
user17,b'Muslim party leader in the Netherlands tells Dutch to leave their country if they don\xe2\x80\x99t like diversity!  I used to\xe2\x80\xa6 https://t.co/7Oj6XSN7pb',3,following3
user17,"b'Chancellor Kurz is my new hero! Kick the whole lot of em out!!! They are NOT migrates, they are invaders!\xe2\x80\xa6 https://t.co/KHBzqQaMaM'",3,following3
user17,"b'African migrants threatened to kill the crew of an Italian cargo vessel that had rescued them in the Mediterranean,\xe2\x80\xa6 https://t.co/Ke1NPxWIvn'",3,following3
user17,b'What\xe2\x80\x99s hour reaction?  Do you care?  Think they\xe2\x80\x99ll win?                            #ma4t  https://t.co/9FNhm0UPAb',4,following3
user17,b'BETTER THAN EXPECTED: Trump Has Slashed Refugee Resettlement To The U.S. By 66 Percent Under Obama!  You gotta love\xe2\x80\xa6 https://t.co/7cXSg8rrmb',4,following3
user17,b'Trudeau choosing his friends as he BURIES Canada in Muslim \xe2\x80\x98refugees\xe2\x80\x99. Will we survive?    #ma4t https://t.co/TtpBqxLmj1',3,following3
user17,"b""Reciprocal Laws 'would result in the complete eradication of Islam in Europe'.  We treat you like you treat us!  Go\xe2\x80\xa6 https://t.co/pUEGrXVVbz""",3,following3
user17,b'REPORT: #TRUDEAU \xe2\x80\x98 S Hussen Gave Briefing At Restaurant Allegedly Connected To Nigeria-Based Muslim Crime Syndicate\xe2\x80\xa6 https://t.co/9mev3Vc8lh',3,following3
user17,"b'Gee, you mean political leaders can only put the interests of illegal aliens over the interests of their own citize\xe2\x80\xa6 https://t.co/UB4SVeAZuI'",1,following3
user17,"b'Sharia in Britain - London\xe2\x80\x99s Horrible Little Muslim mayor wants to criminalize ""Islamophobia"" on social media!  And\xe2\x80\xa6 https://t.co/zyvCT98tZy'",2,following3
user17,"b'There is a plan. He wants to flood Canada with illegals, put them on welfare, and collapse the economy. Its straigh\xe2\x80\xa6 https://t.co/dP5MgUZs5m'",1,following3
user17,"b'Macron is losing control over Islam-dominated no-go areas in France, asks public for help. Help with what?  The onl\xe2\x80\xa6 https://t.co/nxP0pHVJf2'",1,following3
user17,b'Researcher of Armenian Genocide Uncovers Lost Evidence of Muslim Extermination of Christians!  Things don\xe2\x80\x99t change\xe2\x80\xa6 https://t.co/8idpuwe5oH',3,following3
user17,"b'Theresa May you have failed in your duty as a Prime Minister, you should hang your head in shame and resign, you ga\xe2\x80\xa6 https://t.co/01H0vupAVp'",4,following3
user17,b'Iran? No! This is TRUDEAU\xe2\x80\x99S Canada 2018 - Muslims waving terror flags on Toronto streets!          #ma4t  https://t.co/jO7rjvGFAa',2,following3
user17,b'And Sadiq is running again. Would you vote for him? https://t.co/Y9hZqxMP5T',4,following3
user17,"b'Agan... This is NOT a MIGRATION, This is an INVASION !! Get this through your heads, Europeans, or YOU ARE SUNK !!\xe2\x80\xa6 https://t.co/NHJSxk1f1H'",1,following3
user17,b'Poll: 70% Of Canadian\xe2\x80\x99s Believe Trudeau Has No Clear Plan To Deal With Asylum Seekers!  What an idiot!  Who would v\xe2\x80\xa6 https://t.co/W7n8mrHQDy',1,following3
user17,b'So I could vote as a Canadian Tourist??  It is because of idiocy like this that Trump won eh?      #ma4t  https://t.co/jpbO2QrPcz',1,following3
user17,"b'NY\xe2\x80\x99s Rudy Giuliani on London\xe2\x80\x99s Khan: \xe2\x80\x98Attacking Trump While Crime Spiralling, He Should Be Ashamed\xe2\x80\x99.    Sadiq is a\xe2\x80\xa6 https://t.co/n4UENrMHhY'",1,following3
user17,b'#UK : Manchester - Muslims post signs on doors demanding locals keep their dogs INSIDE their houses because they ar\xe2\x80\xa6 https://t.co/6vVFCX6BvP',1,following3
user17,b'Bad news for deadbeats!  Should we start with that notorious Deadbeat Al Sharpton?\xe2\x80\xa6 https://t.co/6iFmNIBiLi',1,following3
user17,"b""If this Globalist fool won't own up to groping a woman, he sure as heck won't own up to this!   #ma4t  https://t.co/UWWfrTcnm1""",1,following3
user17,b'Hungary: Soros seems to have people everywhere who insist on flooding Europe with migrants!  With his pals:  Macron\xe2\x80\xa6 https://t.co/0i5Sqe85tC',1,following3
user17,b'US Business Magnate and SHAMELESS PUBLICITY HOUND Elon Musk Builds a Kid Mini-Sub to Rescue Thai Soccer Boys Trappe\xe2\x80\xa6 https://t.co/GL3ZSINseV',1,following3
user17,b'Slick Willie and Crooked Hillary reduced to flying with the Proles eh?  Do you feel sorry for them?         #ma4t  https://t.co/sK5lWXRIka',1,following3
user17,b'Crooked Democrat Bill De Blasio Used $3M NYPD Counterterrorism Plane To Fly Home From Canadian Vacation!\xe2\x80\xa6 https://t.co/kqCHyDbAsJ',1,following3
user17,b'MARYLAND: Illegal Alien Released by Sanctuary City Gets $280 Fine for Killing Two Law Enforcement Officers!\xe2\x80\xa6 https://t.co/9tbIZ6gXDa',3,following3
user17,b'#AUSTRALIA : MPs fight to criminalise the burqa after Denmark becomes the latest nation to ban the Islamic garb!  D\xe2\x80\xa6 https://t.co/NvljuGoVEy',0,following3
user17,b'And the best part is how Islamist think about Dogs! Its almost equal to being killed by a Pig! No Afterlife for tha\xe2\x80\xa6 https://t.co/KAoyo3zsXv',3,following3
user17,b'SODOM AND GEMORRAH: California Gov. Jerry Brown To Force Schools To Show Kids \xe2\x80\x98Gay Sex\xe2\x80\x99 As Part Of LGBT-Inclusive C\xe2\x80\xa6 https://t.co/0WEEbQJydJ',1,following3
