user,tweets,follows,,
follower2,b'@OrwellNGoode @DVATW Could somebody inform the dimwit that terrorism is terrorism.',user1,,
follower2,b'RT @smartnotstupid: The only time we see real strength in Theresa May is when she bares her teeth and spits her venom at her \xe2\x80\x98own\xe2\x80\x99 people.\xe2\x80\xa6',user1,,
follower2,"b""@MossadAgentJack If you're disgusted by our national flag you're a complete and utter moron.""",user1,,
follower2,b'RT @BanchaSomchai: @InfidelWoody @OwenJones84 Owen darling you are a stupid little leftist Mong!\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb',user1,,
follower2,b'RT @BanchaSomchai: Quick poll! Do you think @BBC @BBCBreaking &amp; @SkyNews  are total lying leftist aresholes ? Lying to the public is a grea\xe2\x80\xa6',user1,,
follower2,b'RT @AMDWaters: Afghan child sex predator is released after only 7 months to further endanger children.  Germany is now treating HIM as the\xe2\x80\xa6',user1,,
follower2,"b""RT @DVATW: Why hasn't she apologised? https://t.co/E8q4exv22z""",user1,,
follower2,"b'RT @NadineDorries: Some MPs oppose the banning of the burka, but want to banish grid girls from existence. You cannot expect a society that\xe2\x80\xa6'",user1,,
follower2,b'RT @rightwhitesock: Quick @BorisJohnson apologise... and say Islam means peace before the bomb goes off! https://t.co/DjtK82tTRz',user1,,
follower2,b'RT @rightwhitesock: Get ready for the Islamic bullshit bingo on @skynews and @BBCNews regarding @BorisJohnson\xe2\x80\x99s comments about the burka. h\xe2\x80\xa6',user1,,
follower2,b'RT @rightwhitesock: All @BorisJohnson has done is make a truthful observation and comment about women in burkas. Why the fuss??..... oh Isl\xe2\x80\xa6',user1,,
follower2,"b""@Hammers1010Alex @Jillbensmum A little bit out of my area but know it quite well and it isn't an Islamic shithole like Newham.""",user1,,
follower2,"b'@RealNewsHere @BorisJohnson I seen four women in a burka and I said ""Allah is a cunt!"" Best game of pacman I\'ve ever had. \xf0\x9f\x98\x89'",user1,,
follower2,"b""RT @MrAlfredGarnett: Far too many British celebrities are spineless pricks.\nSo here's Noel Gallagher to say what absolutely needed to be sa\xe2\x80\xa6""",user1,,
follower2,b'RT @w_terrence: Many of you know that I grew up in foster care because my parents were on drugs. I\xe2\x80\x99m helping a non profit foster care organ\xe2\x80\xa6',user1,,
follower2,b'RT @getongab: If you\xe2\x80\x99re a verified liberal \xe2\x80\x9cjournalist\xe2\x80\x9d you can openly incite violence against white men on Twitter with zero consequences.\xe2\x80\xa6',user1,,
follower2,"b""@RaheemKassam @DVATW @SkyNews I really can't believe what she's done here, she should publicly apologise for making such a dumb comparison.""",user1,,
follower2,b'RT @RaheemKassam: Kay Burley is a depraved individual who should be sacked by @SkyNews for seeking to compare women who wear a burka to a d\xe2\x80\xa6',user1,,
follower2,"b""RT @UKIP: Crass and idiotic 'journalism' from @KayBurley of @SkyNews comparing the wearing of a Burqa to the facial scars of Falklands War\xe2\x80\xa6""",user1,,
follower2,b'RT @BanchaSomchai: With the state of affairs happening right now do you believe Twitter has become a nonsense leftist mouthpiece??!',user1,,
follower2,"b'RT @RealNewsHere: Muslim Asylum Seeker In #britain For 3 yrs ( 1st Attack: Dragged Teen To A Cemetry &amp; Raped Her. 2nd attack, Similar - JAI\xe2\x80\xa6'",user1,,
follower2,b'RT @Barbara72468224: @InfidelWoody @Drossboss Castrate the SOB.',user1,,
follower2,b'@DVATW Poland want to leave too due to the EU wanting to force Islamic immigration on them. They are getting the elitist threats now.',user1,,
follower2,b'@DVATW Yet when it comes to the crunch the cowardly wimps use empty threats and hide behind the law when us working class confront them.',user1,,
follower2,"b""Dirty copper gets preferential treatment, it's an utter disgrace that this beast hasn't served his time and everyon\xe2\x80\xa6 https://t.co/RRPBaoRTO2""",user1,,
follower2,"b""RT @RealNewsHere: Why aren\xe2\x80\x99t the Tories cracking down on Islamophobia in their party? (Why aren't they cracking down on rape gangs, terror\xe2\x80\xa6""",user1,,
follower2,b'RT @DVATW: There is a temporary and convenient confluence between the feral Left and radical Isla. It will endure long enough to destroy th\xe2\x80\xa6',user1,,
follower2,"b'RT @PrisonPlanet: While Apple has banned Infowars, it is still supporting the Nation of Islam app.\n\nNation of Islam leader Louis Farrakhan\xe2\x80\xa6'",user1,,
follower2,b'@DVATW @DavidLammy The worst part of it is that this race hustling buffoon actually wins elections by idiots voting him in.',user1,,
follower2,b'RT @ActivePatriots: Another one bites the dust - Liam Tuffs the latest casualty in twitters purge against people who critique Islam \n\nhttps\xe2\x80\xa6',user1,,
follower2,"b'RT @rightwhitesock: Aleesha, you\xe2\x80\x99re right. Bank robbers is a terrible comparison for Muslim women in burkas. \n\nNazgul from Lord of The Ring\xe2\x80\xa6'",user1,,
follower2,"b""RT @Janice4Brexit: This is the ferile, anti-Semitic, Antifa terrorist scum of the Labour Party.  They're out of control. https://t.co/407cl\xe2\x80\xa6""",user1,,
follower2,"b'@DVATW I detest some people in my city, sick heads.'",user1,,
follower2,b'RT @ActivePatriots: An Afghan migrant who sexually abused 7 children in Germany is released after only 7 months in prison.\nHe\xe2\x80\x99s been releas\xe2\x80\xa6',user1,,
follower2,"b'RT @patcondell: The #LabourParty is not #Labour any more. It has been taken over by hard left fanatics, sharia apologists and anti-Semites.\xe2\x80\xa6'",user1,,
follower2,b'RT @patcondell: Is it OK for an Iraqi man to have a sexual relationship with a twelve year-old girl in the UK? The police want to know. At\xe2\x80\xa6',user1,,
follower2,b'RT @PrisonPlanet: The New York Times\xe2\x80\x99 new editorial board member wrote scores of tweets expressing her hatred for \xe2\x80\x9cdumbass f**king white pe\xe2\x80\xa6',user1,,
follower2,b'RT @DVATW: Is there a link between a Glasgow school and Jihad? Altnewsmedia investigates ...https://t.co/9YkO7ZuBam\xc2\xa0 https://t.co/V1Q6W9KO4W',user1,,
follower2,b'RT @rightwhitesock: Islamic offence now outranks a blind persons need for a guide dog. \n\nBoycott Kirthon Restaurant and any other Muslim pa\xe2\x80\xa6',user1,,
follower2,"b""RT @RealNewsHere: Here's A Photo Of TWO of T Three on English Speaking  Muslims Grinning After Raping A Teen For 50 minutes .  https://t.co\xe2\x80\xa6""",user1,,
follower2,"b'RT @RealNewsHere: Muslim Raped Over A 100 Times, Starting When He Was FIVE YEAR OLD JAILED 21 Years #manchester #TommyRobinson https://t.co\xe2\x80\xa6'",user1,,
follower2,b'@NUFC @FCAugsburg When is the fat cunt ganning to sign a goal scoring striker and a decent midfielder to partner Shelvey?',user1,,
follower2,"b""@BanchaSomchai @SadiqKhan A knacker who professes he speaks for the British people against Trump whilst he's electe\xe2\x80\xa6 https://t.co/QjHFNzCzsi""",user1,,
follower2,"b'RT @realDonaldTrump: Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn\xe2\x80\x99t\xe2\x80\xa6'",user1,,
follower2,"b""RT @EasyPeezyTweet: @mariawirth1 @TarekFatah Ma'm, #Pakistanis use Indian names and dishes to attract customers without revealing who the r\xe2\x80\xa6""",user1,,
follower2,"b'RT @TarekFatah: When Britain permits discrimination against the blind to appease Muslims, you know the island that once ruled the world has\xe2\x80\xa6'",user1,,
follower2,"b'RT @patcondell: For Muslim terrorists the only options should be a whole life term in prison, or permanent deportation. These people are as\xe2\x80\xa6'",user1,,
follower2,"b""@StirringTrouble I totally disagree with you on this Alexander, it's all of them.""",user1,,
follower2,"b""@DVATW She's an utter moron. \xf0\x9f\x98\x82""",user1,,
follower2,"b""RT @DefendEvropa: \xf0\x9f\x87\xac\xf0\x9f\x87\xa7United Kingdom: Muslim family loses their mind over a man walking his dog (Watch till the end)\n\nIt's beautiful to see d\xe2\x80\xa6""",user1,,
follower2,"b'RT @TwytterPepys: Things I learnt today on twitter.\nThere are some people who will condone child-rape by one group, because another group a\xe2\x80\xa6'",user1,,
follower2,b'RT @andy_bribie: Mosques are the meeting places where these pedophile sexual offender meet and plan. https://t.co/zxhRsEe4t6',user1,,
follower2,"b'RT @andrewdavidcleg: Muslims males make up only 2.5% of the UK population, non-Muslim Males making up 48.75% so for every Muslim Child Rapist\xe2\x80\xa6'",user1,,
follower2,"b""@DVATW She's got a face for radio, she must have been trying to tap into his creative imagination?""",user1,,
follower2,"b'RT @jokermanroly: Jonesy....you are in a tiny minority of deluded, brainwashed idiots.  The ""far right"" are in fact every decent normal Bri\xe2\x80\xa6'",user1,,
follower2,b'RT @ezralevant: I was repeatedly told by BBC presenters this week that not all rape gangs in the UK are Muslim. And indeed they are correct\xe2\x80\xa6',user1,,
follower2,b'RT @EnglishTommy1: Who wants a twitter sing song?\n\nOh Tommy Tommy\nTommy Tommy Tommy Tommy Robinson',user1,,
follower2,"b'RT @meadowfortommy: BBC Report claming that immigration is beneficial to the UK, has in fact been proved by the same London College to be f\xe2\x80\xa6'",user1,,
follower2,b'RT @Jonteinspain: If Robinson lost 21lb for each month in prison it would seem reasonable to assume he would not survive four or five month\xe2\x80\xa6',user1,,
follower2,b'RT @DVATW: Watch this. Why DOES Twitter tolerate hate speech against WHITE people but no other race? Surely ALL racism is wrong? Twitter is\xe2\x80\xa6',user1,,
follower2,b'#ImFarRight because I detest the 7th century ideology of Islam who the weird far left defend with gusto.',user1,,
follower2,b'RT @BanchaSomchai: #ImFarRight because I enjoy walking my dogs! But muzslimes don\xe2\x80\x99t like them! https://t.co/Te2152YP4n',user1,,
follower2,b'RT @SocialM85897394: How many fraudulent voters has Thew Electoral Commission successfully prosecuted in the past 5 years? https://t.co/6fp\xe2\x80\xa6',user1,,
follower2,b'RT @freespirited_p: When you look back the writing was on the wall.\n\nOur PM that campaigned for remain &amp; somehow we put her in charge of #B\xe2\x80\xa6',user1,,
follower2,"b""RT @W_McPrivilege: For some strange unknown reason the national and international media didn't say a word about this true story. It's unhea\xe2\x80\xa6""",user1,,
follower2,b'RT @rightwhitesock: #ImFarRight because I think the MSM should say \xe2\x80\x9cPakistani Muslim\xe2\x80\x9d and not \xe2\x80\x9cAsian\xe2\x80\x9d when describing the perpetrator of a\xe2\x80\xa6',user1,,
follower2,b'RT @GaGa_UK1: #ImFarRight Because i refuse to be dictated to by this trio of cunts https://t.co/7mM5HsIHee',user1,,
follower2,b'RT @rightwhitesock: #ImFarRight because I\xe2\x80\x99m not convinced that Islam means peace.',user1,,
follower2,b'RT @BanchaSomchai: #ImFarRight because I think #Corbyn is an ex IRA loving lunatic!!',user1,,
follower2,"b""RT @OFAHCentral: There's a foreign woman in the Nags Head who doesn't speak a bit of English...lucky Uncle Albert picked up a bit of German\xe2\x80\xa6""",user1,,
follower2,b'@CaolanRob So shits who resemble shit.',user1,,
follower2,b'RT @CaolanRob: Tommy Robinson has just revealed he was placed in a cell OPPOSITE the prision mosque. Where excrement was thrown through his\xe2\x80\xa6',user1,,
follower2,"b'RT @RitaPanahi: Veiled woman abuses an unveiled woman &amp; tries to force her out of a car. She says \xe2\x80\x9cyou have no right, it\xe2\x80\x99s the law\xe2\x80\x9d...Iran\xe2\x80\xa6'",user1,,
follower2,"b'RT @patcondell: More murder and mayhem in third world #London, and the authorities #Khan\xe2\x80\x99t do a damn thing about it. If only we had a mayor\xe2\x80\xa6'",user1,,
follower2,"b""RT @RealVinceJames: Muslims freaking out about guy walking dog in Oldham England\n\nIsn't diversity great England? https://t.co/opJ4ta6ger""",user1,,
follower2,b'RT @Ron4California: Ahed Tamimi before and after jail.\nTommy Robinson before and after jail.\nGuess which one @amnesty is rallying to. https\xe2\x80\xa6',user1,,
follower2,b'RT @PamelaGeller: 74 tear-old British tourist violently sexually attacked and robbed by Muslim migrant while on holiday in Spain: Spain is\xe2\x80\xa6',user1,,
follower2,b'RT @AP: Active shooter reported at Wright-Patterson Air Force Base in Ohio; personnel told to shelter in place. https://t.co/Nr4NdEJRQE',user1,,
follower2,"b'RT @DVATW: And we have it. Sharia Law is now,  for 1st time, recognised in a British Court. We are on the way to the Caliphate https://t.co\xe2\x80\xa6'",user1,,
follower2,"b'RT @CllrBSilvester: Visas handed to men who force teenagers into marriage.\nWomen and girls raped after being sent abroad, \nthen Home Office\xe2\x80\xa6'",user1,,
follower2,b'@DVATW I.R.A. supporting shit house.',user1,,
follower2,b'RT @PrisonPlanet: Hey Black Lives Matter UK; Why do you have fuck all to say about the endless slaughter of black people on the streets of\xe2\x80\xa6',user1,,
follower2,"b'@MailOnline @emmakelly1981 In the UK girls get their clitoris cut off with parents consent and no prosecutions, vile.'",user1,,
follower2,b'@Lagud2 @DVATW The way Theresa May is going on we have the potential of a certain terrorist sympathiser called Jere\xe2\x80\xa6 https://t.co/13JDevexDb',user1,,
follower2,b'RT @DVATW: Has the British Government been providing sanctuary for Libyan Jihadists in the UK? We reveal some disturbing news! https://t.co\xe2\x80\xa6',user1,,
follower2,b'RT @TwytterPepys: Look! You support Tommy Robinson or you support the gang-rape of children. There are no grey areas here. No shadows for y\xe2\x80\xa6',user1,,
follower2,"b""@MossadAgentJack There's nothing worse than an old islamophile.""",user1,,
follower2,b'@Badbaz101 @BanchaSomchai Only a lazy islamophile could make such statements.',user1,,
follower2,"b'RT @KTHopkins: Before. After. The British State fattens up Jihadis on taxpayers cash, starves an innocent man imprisoned by a kangaroo cour\xe2\x80\xa6'",user1,,
follower2,b'RT @DVATW: Severe butt hurt alert from the feral left #TommyRobinson  https://t.co/NsKGVxWwRq',user1,,
follower2,b'RT @American_Branch: Are Europeans starting to wake-up? Viral video shows a Muslim immigrant insulting a woman and despicably spitting on t\xe2\x80\xa6',user1,,
follower2,b'@MossadAgentJack What a sad sack lefty.',user1,,
follower2,b'RT @LeaveEUOfficial: IRA terrorists sleep soundly whilst a 76 year old British Army vet recovering from a stroke is investigated by police\xe2\x80\xa6',user1,,
follower2,b'RT @RealNewsHere: What Tommy has really done \n1/Alert ppl 2 Muslim rape gangs\n2/Pressure Authorities 2 Stop ignoring rape gangs\n3/ Highligh\xe2\x80\xa6',user1,,
follower2,"b'RT @rightwhitesock: Why did they hide the truth on rescued Muslim bomber? \n\nFor the same reason they cover up the race, religion and migrat\xe2\x80\xa6'",user1,,
follower2,"b'RT @COLRICHARDKEMP: A lesson here. Islamic terrorist bomber, who killed 22 people in Manchester last year, was reportedly rescued by the Ro\xe2\x80\xa6'",user1,,
follower2,b'RT @Imamofpeace: Islamic Extremists are more concerned about how you use the toilet \xf0\x9f\x9a\xbd than about how people are being beheaded in the name\xe2\x80\xa6',user1,,
follower2,"b'RT @Imamofpeace: Now that the #manchesterbombing terrorist has been exposed as a Jihadi refugee, listen to my comments when the terrorist a\xe2\x80\xa6'",user1,,
follower2,b'RT @Funnysh12165469: Surprise motherfucker !\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c https://t.co/OLiA6bRGl6',user1,,
follower2,b'RT @BanchaSomchai: Video: UK MEP Janice Atkinson Discusses Voter Fraud by Muslims in the UK https://t.co/iCMtHwesoP via @jihadwatchRS https\xe2\x80\xa6',user1,,
follower2,"b'RT @KirralieS: No - pedophilia is sick, perverse and criminal.\n\nhttps://t.co/dcP1Emcn4j'",user1,,
follower2,b'@Gareth99999 The Common Purpose whore.',user1,,
follower2,b'RT @rightwhitesock: Why are you propagating this biased bullshit? \n\nWe will still have:-\n- Food -we farm much ourselves &amp; import from all o\xe2\x80\xa6',user1,,
follower2,b'@RaheemKassam This interview by Paxman with May has aged well. \xf0\x9f\x98\x89\n\nhttps://t.co/KAJ2WtzlU7',user1,,
follower2,b'RT @RealitySmash: More lefties mean more terrorists. https://t.co/W3cDFZA47z',user1,,
follower2,b'RT @JbAerial: Happy 60th Birthday to the amazing Kate Bush. https://t.co/7c0jNsQKu2',user1,,
follower2,"b""That's one massive Freudian slip, he's a bigger bozo than bumbling Boris. \xf0\x9f\x98\x82 https://t.co/3EdMI4TuVZ""",user1,,
follower2,"b""@matthewtoomer @DVATW If the jihadists had caused terror that day there would have been a slow response and what's\xe2\x80\xa6 https://t.co/GWHhRE778M""",user1,,
follower2,b'@DVATW This interview has aged well for the crumbling EU blowhard Theresa May when interviewed by Paxman.\n\nhttps://t.co/jLKfWbMi5d',user1,,
follower2,"b'RT @DVATW: Reminder to all.\nIf you want to find out if you, like me, are shadow banned by Twitter, use this tool.\nhttps://t.co/R6qWpzoj6u\xe2\x80\xa6'",user1,,
follower2,b'RT @DVATW: My tweets are never abusive. I choose the language used with care. \nI am polite in most circumstances. I do not engage with trol\xe2\x80\xa6',user1,,
follower2,"b'RT @realDonaldTrump: Please understand, there are consequences when people cross our Border illegally, whether they have children or not -\xe2\x80\xa6'",user1,,
follower2,b'RT @JenFullick: Did he also forget to mention that the Remain organisation Best for Britain have just been fined in relation to their finan\xe2\x80\xa6',user1,,
follower2,"b'@bigwildrover @BanchaSomchai @bbcsml The ""British"" islamists lost their citizenships when they went to Syria, fuck them.'",user1,,
follower2,b'RT @ActivePatriots: 3 men &amp; a woman have been arrested after a road rage incident in north London.\nA fight broke out &amp; the woman hits a man\xe2\x80\xa6',user1,,
follower2,b'@ActivePatriots Part and parcel of living in a @SadiqKhan shit hole big city.',user1,,
follower2,b'@Jezza4_PM @jeremycorbyn He allows Antisemitism within his party to garner the Islamist vote.',user1,,
follower2,b'RT @blue_labour: Frank Field is a man of great integrity and is Labour through and through. He has fought poverty throughout this country a\xe2\x80\xa6',user1,,
follower2,b'RT @DVATW: It is time to close DOWN the BBC. It is a National Disgrace that extorts \xc2\xa3Billions to fund this sort of sh*t https://t.co/1ZXsSR\xe2\x80\xa6',user1,,
follower2,b'RT @DVATW: It\xe2\x80\x99s game over for May.\nShe must go and go now. https://t.co/frMSdWcZWd',user1,,
follower2,b'@DVATW She won a bloody election on a lie by stating herself and her party were the only ones that would deliver Brexit.',user1,,
follower2,b'RT @toryboypierce: Doing @BBC\xe2\x80\x99s 10.20am on whether 2 British jihadis sent to US forvtrial should be executed. Entirely up to the courts',user1,,
follower2,b'These sick jihadi Islamist beasts lost all their human rights joining ISIS and deserve to be executed. \n\nGive the U\xe2\x80\xa6 https://t.co/ZYzJPskdhs',user1,,
follower2,b'RT @DVATW: Why does she masquerade as a Conservative? This is full-on pro EU anti British delusionalism and arguably treasonous. https://t.\xe2\x80\xa6',user1,,
follower2,"b""RT @DVATW: Oh sweet joy! To think that some sore lonely losers out there waste Twitter's time on this!!! Made me chuckle. https://t.co/uoI5\xe2\x80\xa6""",user1,,
follower2,b'RT @rightwhitesock: This is what PC Britain has become. A hero veteran lives on the streets and an Islamic terrorist gets a council house.\xe2\x80\xa6',user1,,
follower2,b'RT @rightwhitesock: We are not saving \xe2\x80\x9cSyrian Hero\xe2\x80\x99s\xe2\x80\x9d. We are importing Al Quada Islamic fanatics to the UK. \n\nThis is fucking madness. htt\xe2\x80\xa6',user1,,
follower2,"b'RT @Janice4Brexit: #outsiders Don\xe2\x80\x99t let Australia fall like Europe has.  Read my book, the Migrant Crime Wave https://t.co/j52U5l7g6f. http\xe2\x80\xa6'",user1,,
follower2,"b'RT @ActivePatriots: 300,000 illegal immigrants are living in the Paris suburb of Saint-Denis\n- they rely on crime &amp; black economy to get by\xe2\x80\xa6'",user1,,
follower2,b'RT @rightwhitesock: BREAKING NEWS:  Two illegal refugees stabbed each other to death in Asda. \n\nEvery little helps.',user1,,
follower2,"b'RT @GirlGibraltar: Council becomes first in UK to ban unstunned halal meat for schools, in move branded \xe2\x80\x98Islamophobic\xe2\x80\x99 | The Independent ht\xe2\x80\xa6'",user1,,
follower2,"b""RT @realclearisrael: The White Helmets are a part of Al-Qaeda, don't let them resettle in Europe - Syrian MP interview https://t.co/1fUWvBb\xe2\x80\xa6""",user1,,
follower2,b'RT @DVATW: Acid attacks? Stabbings? Jihad? FGM? Sorry - we are too busy \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/0L44vJMAz3',user1,,
follower2,"b""RT @GElvidge821860: Oh the government are worried about the spread of #fakenews and are trying to clamp down on it. \n\nNo they're not, they\xe2\x80\xa6""",user1,,
follower2,"b'RT @Sony31403128: Minneapolis: Family of woman killed by Somali Muslim cop sues city, police https://t.co/6ZO64IpsG3'",user1,,
follower2,"b'RT @realDonaldTrump: Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almos\xe2\x80\xa6'",user1,,
follower2,b'@DVATW Is this the same Muslim Brotherhood who violently ousted Mubarek and then imposed Sharia Law and stopped wom\xe2\x80\xa6 https://t.co/4e8AKA3Xqv',user1,,
follower2,"b'RT @DVATW: ""Political Islam is not creeping into the British establishment anymore but quickly being inserted into positions of power"" \nDo\xe2\x80\xa6'",user1,,
follower2,"b'RT @blaircottrell89: \xe2\x80\x9cYou can\xe2\x80\x99t walk down that street, because the Muslims down there might rape and/or murder you, and you therefore will\xe2\x80\xa6'",user1,,
follower2,"b'@alvaro722002 @BeatsStriped @NUFC @FCPorto Yes he is, he has a world class manager and Ashley refuses to back him.'",user1,,
follower2,b'RT @Imamofpeace: An Islamic Extremist yelled out: IMAM TAWHIDI YOU DON\xe2\x80\x99T REPRESENT US!\n\nMe: Happy I don\xe2\x80\x99t!',user1,,
follower2,b'RT @AMike4761: #TRUDEAU \xe2\x80\x98S Canada: Man Who Tried Killing Three Canadian Soldiers While Screaming \xe2\x80\x9cAllah Akbar\xe2\x80\x9d Could Be Released Under \xe2\x80\x9cInd\xe2\x80\xa6',user1,,
follower2,b'@AlertEnemy221b The gasps of unelected old fools.',user1,,
follower2,b'RT @AlertEnemy221b: The #Listening Case\n\nListen to the gasps of astonishment\n\nComing from the mouths of people in #Government \n\n#Islam &amp; #F\xe2\x80\xa6',user1,,
follower2,"b'RT @alexfernandez: @DaveVescio Dear white leftist, stop this fucking shit.'",user1,,
follower2,b'@bestsingingman @mag55rbt @DVATW These Remainer turds do my napper in.',user1,,
follower2,"b""@ActivePatriots I wonder if he was in contact with the UAF's Azad Ali, who like him craves to kill soldiers?\n\nhttps://t.co/BNZAFPNlt2""",user1,,
follower2,"b'RT @ActivePatriots: Ayanle Hassan Ali tried to kill 3 soldiers as he was intent on becoming a jihadi martyr. This was in 2016, already he\xe2\x80\x99s\xe2\x80\xa6'",user1,,
follower2,"b'RT @SocialM85897394: @femiokes @RayUngerer BTW. When did a British man last kill a baby and feed it to its mother, or crucify a man for his\xe2\x80\xa6'",user1,,
follower2,b'RT @SocialM85897394: Diane Abbott made an impassioned plea to save the ISIS execution squad from the death penalty. Have we so quickly forg\xe2\x80\xa6',user1,,
follower2,"b'RT @KurlyKrissy: Labour councillor claimed that Jews were \xc2\xa0""murdering b*****ds"" and ""Hitler would have a solution to the Israel problem"". D\xe2\x80\xa6'",user1,,
follower2,b'RT @DVATW: Here is a great video by @JamieGlazov \nToronto Jihad and Deadly Jihad Denial \nGreat content! Please watch and RT. https://t.co/4\xe2\x80\xa6',user1,,
follower2,b'@Hells4Heroes Absolute scum.',user1,,
follower2,b'@William__XIII You do not have to be a genius to work out that Operation CoverupMuslimpaedophilegangs is still ongo\xe2\x80\xa6 https://t.co/2UcyQVutuH',user1,,
follower2,"b'RT @blaircottrell89: Lakemba in New South Wales, Australia, known for its dense Muslim population, is so peaceful that @Lauren_Southern was\xe2\x80\xa6'",user1,,
follower2,b'RT @DVATW: The #FBPE on a twitter account is usually the hallmark of a deranged lunatic unhinged by the idea of a sovereign UK! \xf0\x9f\x98\x82',user1,,
follower2,"b""RT @causticbob: I can count on one hand the number of times I've been caught shoplifting.\n\nWhich is just as well, as I live in Saudi Arabia.""",user1,,
follower2,"b""RT @CaolanRob: Today, @Lauren_Southern was stopped and told she was not allowed to go near the local 'no-go zone' and mosque by a Sydney ch\xe2\x80\xa6""",user1,,
follower2,"b'RT @CompatriotJRMW: Father Jaques Hamal was murdered two years ago today, by islamic terrorists \n\nI remember. https://t.co/ZNacXgSghx'",user1,,
follower2,"b""RT @AmyMek: Danish imam is charged with calling for Muslims to 'fight the Jews &amp; kill them' \n\nWHY are US Imams ALLOWED to call for the DEAT\xe2\x80\xa6""",user1,,
follower2,b'RT @mrmutley76: Dirty cheap old misrable bastard https://t.co/iDs79FIKIR',user1,,
follower2,b'RT @beatislam: UK:  BIGGEST hotbed of Islamic extremism in the UK is Luton.\nRadical preachers Omar Bakri Mohammad &amp; Anjem Choudary 1st met\xe2\x80\xa6',user1,,
follower2,b'RT @ActivePatriots: Brendan O\xe2\x80\x99Neill on the fear held by authorities to discuss Muslim rape gangs &amp; the demonisation which happens as a resu\xe2\x80\xa6',user1,,
follower2,"b""@GaryLineker Piers voted for Remain and he excepts the result as he's not an ignorant brat.""",user1,,
follower2,"b'RT @PrisonPlanet: Any news organisation that gives an idiotic, filthy rich, virtue signalling ex-footballer\xe2\x80\x99s attempts to overthrow democra\xe2\x80\xa6'",user1,,
follower2,"b""RT @PrisonPlanet: We've entered a truly Orwellian era where instead of western governments facing up to the problems caused by Islamic immi\xe2\x80\xa6""",user1,,
follower2,"b'RT @PrisonPlanet: The left after every mass shooting by a white guy; ""This is terrorism! Not \'mental illness\'!""\n\nMuslim son of Pakistani mi\xe2\x80\xa6'",user1,,
follower2,b'RT @DVATW: What a great lady.  https://t.co/T1dq2Co3Iu',user1,,
follower2,"b'RT @Janice4Brexit: Michelle, don\xe2\x80\x99t let Canada fall as U.K. and Europe has. My book Migrant Crime Wave https://t.co/j52U5l7g6f https://t.co/\xe2\x80\xa6'",user1,,
follower2,"b'RT @AMDWaters: Three Somalis raped a 13 year old girl in Vasteras, Sweden.  They got 8 months, which was then halved. They will stay in Swe\xe2\x80\xa6'",user1,,
follower2,b'RT @rightwhitesock: Bugger! I was hoping to report a man for spanking a monkey \xf0\x9f\x98\x90 https://t.co/sMQz4mRXES',user1,,
follower2,"b'RT @Nigel_Farage: Trump has achieved more in one day of trade negotiations with the EU than May has in 2 years. If only we had a leader, no\xe2\x80\xa6'",user1,,
follower2,b'RT @BanchaSomchai: I think this is called A generic leftist syndrome! This FACT MUST REALLY IRRITATE YOU NOT??!!! You really are mentally i\xe2\x80\xa6',user1,,
follower2,"b""RT @ezralevant: I'm curious how the name of the Toronto shooter was withheld for a day, and the moment it was released, a Muslim reporter a\xe2\x80\xa6""",user1,,
follower2,"b'RT @10DowningStreet: ""On hearing about the boys who were trapped most people would have just stood by but you chose to go out there and do\xe2\x80\xa6'",user1,,
follower2,b'RT @realDonaldTrump: Tariffs are the greatest! Either a country which has treated the United States unfairly on Trade negotiates a fair dea\xe2\x80\xa6',user1,,
follower2,"b'RT @BanchaSomchai: Quick poll!! Who believes that @theresa_may is unfit for purpose, and will not deliver a Brexit true to the British peop\xe2\x80\xa6'",user1,,
follower2,b'RT @BanchaSomchai: Theresa May under FIRE for letting EU DECIDE on Brexit divorce bill payments! @theresa_may This is not your money it\xe2\x80\x99s o\xe2\x80\xa6',user1,,
follower2,b'RT @EuropeanNosta1: Should all Muslims be expelled from Britain? \n\nVote and retweet for large sample.',user1,,
follower2,b'@ActivePatriots Hey @JustinTrudeau will blame tarek fatah for stating the truth.',user1,,
follower2,"b'RT @rightwhitesock: @YouTube refuse to take down Islamic terror videos, but if you make a video critical of Islamic terrorists then that wi\xe2\x80\xa6'",user1,,
follower2,"b'RT @SocialM85897394: ISIS DEATH PENALTY\nWhat do you think of the ""ISIS execution squad"" men being tried in the US where they may face the d\xe2\x80\xa6'",user1,,
follower2,"b'RT @Markpolitics4UK: Fed up of Brexit, the way things are going ?\n\nFed up of immigration &amp; Islamic entryism ?\n\nThen get of your ass &amp; don\xe2\x80\x99t\xe2\x80\xa6'",user1,,
follower2,"b'RT @andreajenkyns: Thank you to all who have phoned, messaged, emailed and sent kind messages on social media regarding the abhorrent email\xe2\x80\xa6'",user1,,
follower2,b'RT @Tory4Liberty: When we leave EU our borders will be ready says IDS\n\nPlus under WTO:\n\n1. Countries are entitled to continue using existin\xe2\x80\xa6',user1,,
